MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,clinicalevents,referralevents,testevents,immunisationevents,readcode,readterm,databasebuild
60473,,,,18,0,0,0,Eu71z00,[X]Mod mental retardation without mention impairment behav,2009-02-01 00:00:00
56577,,,,184,0,0,0,E31..00,Other specified mental retardation,2009-02-01 00:00:00
42589,,,,88,0,0,0,Eu7z.00,[X]Unspecified mental retardation,2009-02-01 00:00:00
51268,,,,315,0,0,0,Eu73.00,[X]Profound mental retardation,2009-02-01 00:00:00
1787,,,,1441,20,0,0,E30..00,"Mild mental retardation, IQ in range 50-70",2009-02-01 00:00:00
54179,,,,126,0,0,0,E31z.00,Other specified mental retardation NOS,2009-02-01 00:00:00
6123,,,,3009,1,0,0,Eu71.00,[X]Moderate mental retardation,2009-02-01 00:00:00
28962,,,,390,1,0,0,Eu7..00,[X]Mental retardation,2009-02-01 00:00:00
42520,,,,6,0,0,0,Eu7yy00,"[X]Other mental retardation, other impairments of behaviour",2009-02-01 00:00:00
37867,,,,538,4,0,0,E3z..00,Mental retardation NOS,2009-02-01 00:00:00
50606,,,,31,0,0,0,Eu70z00,[X]Mild mental retardation without mention impairment behav,2009-02-01 00:00:00
55560,,,,13,0,0,0,Eu72z00,[X]Sev mental retardation without mention impairment behav,2009-02-01 00:00:00
63273,,,,4,0,0,0,Eu7yz00,[X]Other mental retardation without mention impairment behav,2009-02-01 00:00:00
55848,,,,24,0,0,0,Eu72y00,"[X]Severe mental retardation, other impairments of behaviour",2009-02-01 00:00:00
302,,,,693,8,0,0,E310.00,"Moderate mental retardation, IQ in range 35-49",2009-02-01 00:00:00
71196,,,,8,0,0,0,Eu7y.00,[X]Other mental retardation,2009-02-01 00:00:00
1362,,,,8219,179,3,0,E3...00,Mental retardation,2009-02-01 00:00:00
34174,,,,97,2,0,0,Eu84112,[X]Mental retardation with autistic features,2009-02-01 00:00:00
90276,,,,2,0,0,0,Eu73y00,"[X]Profound mental retardation, other impairments of behavr",2009-02-01 00:00:00
4825,,,,1632,24,0,0,E311.00,"Severe mental retardation, IQ in range 20-34",2009-02-01 00:00:00
57199,,,,49,0,0,0,E3y..00,Other specified mental retardation,2009-02-01 00:00:00
45133,,,,105,2,0,0,E312.00,Profound mental retardation with IQ less than 20,2009-02-01 00:00:00
36143,,,,2361,1,0,0,Eu72.00,[X]Severe mental retardation,2009-02-01 00:00:00
60062,,,,2,0,0,0,Eu73z00,[X]Prfnd mental retardation without mention impairment behav,2009-02-01 00:00:00
28740,,,,2777,3,0,0,Eu70.00,[X]Mild mental retardation,2009-02-01 00:00:00
32820,,,,32,0,0,0,Eu7zz00,[X]Unsp mental retardation without mention impairment behav,2009-02-01 00:00:00
39016,,,,31,0,0,0,Eu70y00,"[X]Mild mental retardation, other impairments of behaviour",2009-02-01 00:00:00
98100,,,,2,0,0,0,Eu73100,[X]Profound ment retard sig impairmnt behav req attent/treat,2009-11-01 00:00:00
46504,,,,56,1,0,0,Eu70000,[X]Mld mental retard with statement no or min impairm behav,2009-02-01 00:00:00
42886,,,,9,0,0,0,Eu7z000,[X]Unsp mental retard with statement no or min impairm behav,2009-02-01 00:00:00
52602,,,,19,1,0,0,Eu84400,[X]Overactive disorder assoc mental retard/stereotype movts,2009-02-01 00:00:00
70008,,,,2,1,0,0,Eu7y000,[X]Oth mental retard with statement no or min impairm behav,2009-02-01 00:00:00
54881,,,,17,1,0,0,Eu71100,[X]Mod mental retard sig impairment behav req attent/treatmt,2009-02-01 00:00:00
66383,,,,11,0,0,0,Eu7zy00,"[X]Unspecified mental retardatn, other impairments of behav",2009-02-01 00:00:00
30362,,,,125,6,0,0,R034y11,[D]Global retardation,2009-02-01 00:00:00
50751,,,,25,0,0,0,Eu72100,[X]Sev mental retard sig impairment behav req attent/treatmt,2009-02-01 00:00:00
60913,,,,10,1,0,0,Eu71000,[X]Mod mental retard with statement no or min impairm behav,2009-02-01 00:00:00
39412,,,,23,0,0,0,Eu70100,[X]Mld mental retard sig impairment behav req attent/treatmt,2009-02-01 00:00:00
50947,,,,3,0,0,0,Eu72000,[X]Sev mental retard with statement no or min impairm behav,2009-02-01 00:00:00
59407,,,,7,0,0,0,Eu71y00,[X]Mod retard oth behav impair,2009-02-01 00:00:00
66783,,,,2,0,0,0,Eu7z100,[X]Unsp mentl retard sig impairment behav req attent/treatmt,2009-02-01 00:00:00
56547,,,,6,0,0,0,Eu7y100,[X]Oth mental retard sig impairment behav req attent/treatmt,2009-02-01 00:00:00
40894,,,,36,441,0,0,ZL5B500,Referral to psychiatrist for mental handicap,2009-02-01 00:00:00
38954,,,,299,0,0,0,ZL9D500,Seen by psychiatrist for mental handicap,2009-02-01 00:00:00
97406,,,,6,0,0,0,ZLD2f00,Discharge by psychiatrist for mental handicap,2009-08-01 00:00:00
32588,,,,30,1,0,0,ZL1B500,Under care of psychiatrist for mental handicap,2009-02-01 00:00:00
4246,,,,4045,128,0,0,6664,Mental handicap problem,2009-02-01 00:00:00
32924,,,,10,0,0,0,ZLE9400,Discharge from mental handicap psychiatry service,2009-02-01 00:00:00
66203,,,,10,1,0,0,ZR3c.11,CASP - Communic assess profile adults with mental handicap,2009-02-01 00:00:00
111041,,,,1,0,0,0,9bA0.00,Mental handicap (specialty),2016-07-01 00:00:00
1680,,,,3003,31,0,0,E30..11,Educationally subnormal,2009-02-01 00:00:00
71632,,,,10,0,0,0,E30..13,Moron,2009-02-01 00:00:00
84154,,,,2,0,0,0,Eu70.11,[X]Feeble-mindedness,2009-02-01 00:00:00
51954,,,,13,0,0,0,E30..12,Feeble-minded,2009-02-01 00:00:00
1278,,,,168,5,0,0,E310.11,Imbecile,2009-02-01 00:00:00
102234,,,,18,0,0,0,9HB7.11,Did not attend learning disabilities annual health check,2011-05-01 00:00:00
106219,,,,6300,175,0,0,9mA..00,Learning disability annual health check invitation,2013-06-01 00:00:00
43445,,,,9050,15,0,0,9HB2.00,Learning disabilities health action plan reviewed,2009-02-01 00:00:00
43447,,,,1800,2,0,0,9HB0.00,Learning disabilities health action plan declined,2009-02-01 00:00:00
100648,,,,400,0,0,0,Eu81700,[X]Profound learning disability,2010-09-01 00:00:00
43436,,,,21836,66,0,0,9HB4.00,Learning disabilities health action plan completed,2009-02-01 00:00:00
106276,,,,399,0,0,0,9mA2200,Learning disability annual health check invtation 3rd letter,2013-06-01 00:00:00
18815,,,,1522,2966,0,0,8HHP.00,Referral to learning disability team,2009-02-01 00:00:00
19445,,,,1620,107,0,0,9HB..00,Learning disabilities administration status,2009-02-01 00:00:00
32952,,,,25277,144,0,0,9HB5.00,Learning disabilities annual health assessment,2009-02-01 00:00:00
32511,,,,8808,18,0,0,9HB3.00,Learning disabilities health assessment,2009-02-01 00:00:00
99774,,,,4579,9,0,0,Eu81600,[X]Mild learning disability,2010-06-01 00:00:00
32667,,,,148,3,0,0,8Hg2.00,Discharge from learning disability team,2009-02-01 00:00:00
96895,,,,45627,294,0,0,69DB.00,Learning disability health examination,2009-06-01 00:00:00
93406,,,,7157,18,0,0,9N0y.00,Seen in learning disabilities clinic,2009-02-01 00:00:00
22760,,,,31141,203,0,0,918e.00,On learning disability register,2009-02-01 00:00:00
41391,,,,10001,191,0,0,9HB1.00,Learning disabilities health action plan offered,2009-02-01 00:00:00
103187,,,,24,0,0,0,8Ce6.00,Preferred place of care - learning disability unit,2011-10-01 00:00:00
106248,,,,294,0,0,0,9mA1.00,Learning disability annual health check telephone invitation,2013-06-01 00:00:00
4477,,,,15516,557,0,0,Eu81z11,[X]Learning disability NOS,2009-02-01 00:00:00
108881,,,,1,0,0,0,94Z9.00,Preferred place of death: learning disability unit,2014-11-01 00:00:00
106249,,,,516,0,0,0,9mA0.00,Learning disability annual health check verbal invitation,2013-06-01 00:00:00
98342,,,,5510,20,0,0,Eu81400,[X]Moderate learning disability,2010-01-01 00:00:00
19436,,,,6042,135,0,0,ZS34.11,Learning disability,2009-02-01 00:00:00
106274,,,,944,0,0,0,9mA2100,Learning disability annual health check invtation 2nd letter,2013-06-01 00:00:00
100980,,,,64,0,0,0,9hL..00,Exception reporting: learning disability quality indicators,2010-11-01 00:00:00
110792,,,,1,0,0,0,9Nh4.00,Under care of community learning disability team,2016-05-01 00:00:00
94684,,,,70,87,0,0,8H4f.00,Referral to learning disabilities psychiatrist,2009-02-01 00:00:00
98293,,,,3353,24,0,0,Eu81500,[X]Severe learning disability,2009-12-01 00:00:00
106272,,,,3011,0,0,0,9mA2000,Learning disability annual health check invtation 1st letter,2013-06-01 00:00:00
110002,,,,54,0,0,0,9Nlh.00,Seen by learning disability team,2015-08-01 00:00:00
100965,,,,27,0,0,0,9HB6.11,Learning disabilities annual health check declined,2010-11-01 00:00:00
100729,,,,335,0,0,0,9HB7.00,Did not attend learning disabilities annual health assessmnt,2010-09-01 00:00:00
107968,,,,49,1,0,0,Eu81800,[X]Specific learning disability,2014-05-01 00:00:00
100730,,,,342,0,0,0,9HB6.00,Learning disabilities annual health assessment declined,2010-09-01 00:00:00
106247,,,,2183,0,0,0,9mA2.00,Learning disability annual health check letter invitation,2013-06-01 00:00:00
56376,,,,456,0,0,0,Z7CD200,Learning difficulties,2009-02-01 00:00:00
4672,,,,5809,592,0,0,E2F2.00,Other specific learning difficulty,2009-02-01 00:00:00
2052,,,,48796,2139,1,0,13Z4E00,Learning difficulties,2009-02-01 00:00:00
106116,,,,11,0,0,0,Z7CD211,LD - Learning difficulties,2013-05-01 00:00:00
44327,,,,82,0,0,0,Eu84z00,"[X]Pervasive developmental disorder, unspecified",2009-02-01 00:00:00
