med_code_id,term,observations,snomed_ct_concept_id
99042012,Essential hypertension,30000000,
64168014,Hypertensive disease,10000000,
790091000006115,Hypertension monitoring,6000000,
1780319017,Hypertension annual review,4000000,
790011000006113,Hypertension monitoring first letter,3000000,
411919011,Hypertension monitoring,2000000,
1131851000000118,Lifestyle advice regarding hypertension,1000000,
1780253016,Hypertension six month review,1000000,
395751018,Essential hypertension NOS,900000,
790121000006116,Hypertension,800000,
254072010,O/E - BP reading raised,800000,
299687010,Hypertensive disorder,800000,
789961000006118,Hypertension monitoring second letter,700000,
2159168015,Patient on maximal tolerated antihypertensive therapy,600000,
790071000006116,Hypertension monitoring check done,600000,
931171000006114,Excepted from hypertension quality indicators - informed dissent,400000,
251674014,H/O: hypertension,400000,
789971000006113,Hypertension monitoring third letter,300000,
789991000006114,Hypertension monitoring telephone invite,300000,
3135013,Benign essential hypertension,300000,
285265015,Seen in hypertension clinic,200000,
264471012,Good hypertension control,200000,
21601000000111,Hypertension monitoring administration,200000,
443764015,On treatment for hypertension,100000,
264486018,Hypertensive treatment changed,100000,
498791000006113,Attends hypertension monitoring,100000,
413076015,White coat hypertension,100000,
790001000006110,Hypertension monitoring verbal invite,100000,
264472017,Poor hypertension control,90000,
940001000006110,Hypertension medication review,90000,
1484957010,DNA - Did not attend hypertension clinic,80000,
405053013,Hypertension monitored,80000,
523801000006119,BP - hypertensive disease,70000,
93494011,Systolic hypertension,60000,
451424017,Antihypertensive therapy,60000,
856971000006112,Hypertensive clinic,60000,
790131000006118,Hypertension resolved,60000,
264467014,Yearly observation of borderline hypertension,50000,
16051000000119,Hypertens.monitoring admin.NOS,50000,
43850011,Pulmonary arterial hypertension,50000,
264485019,Treatment for hypertension started,40000,
253532015,Hypertension resolved,40000,
8439991000006115,Hypertension monitoring SMS (short message service) text message first invitation,40000,
5999791000006119,Hypertension monitoring invitation,40000,
2548266018,Suspected hypertension,40000,
107545013,Hypertensive heart disease,30000,
2117971000000119,Hypertension self-management plan agreed,30000,
790031000006119,Hypertension annual review,30000,
264473010,Hypertension:follow-up default,30000,
2474335018,Hypertension clinical management plan,30000,
264466017,Pre-treatment BP reading,30000,
53452019,Secondary hypertension,30000,
12626361000006113,QOF (Quality and Outcomes Framework) hypertension quality indicator-related care invitation,30000,
254073017,O/E - BP reading very high,30000,
153941000006118,Seen in hypertension clinic,30000,
1846991000006111,Stage 2 hypertension (NICE - National Institute for Health and Clinical Excellence 2011),30000,
789951000006115,Hypertension monitoring offer default,20000,
284062018,Referral to hypertension clinic,20000,
146259010,Secondary pulmonary hypertension,20000,
1908711000006115,Stage 1 hypertension (NICE 2011) without evidence of end organ damage,20000,
131046010,Malignant essential hypertension,20000,
1846941000006119,Stage 1 hypertension (NICE - National Institute for Health and Clinical Excellence 2011),20000,
2193031000000112,Stage 1 hypertension,20000,
12496011,Hypertensive retinopathy,20000,
64282015,Hypertensive renal disease,20000,
26091000000116,Hypertension clinic administration,20000,
7276911000006114,Lifestyle education regarding hypertension,10000,
1706551000000114,Hypertension 9 month review,10000,
8439981000006118,Hypertension monitoring invitation SMS (short message service) text message,10000,
1780318013,Moderate hypertension control,9000,
264487010,Treatment for hypertension stopped,9000,
264490016,Digoxin monitoring,9000,
8440001000006117,Hypertension monitoring SMS (short message service) text message second invitation,8000,
47076011,Renal hypertension,6000,
3654631000006113,Pulmonary hypertension,5000,
179371000006114,Hypertension monitoring refused,4000,
411508017,Cardiomegaly - hypertensive,4000,
504831000006116,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium",4000,
299686018,Other specified hypertensive disease,4000,
80224019,Diastolic hypertension,3000,
1780252014,Hypertension treatment refused,3000,
54939014,Nephrosclerosis,2000,
1855781000006115,Hypertension monitoring in primary care,2000,
2193021000000110,Severe hypertension,2000,
1908721000006111,Stage 1 hypertension (NICE 2011) with evidence of end organ damage,2000,
84111015,Hypertensive encephalopathy,2000,
