MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,clinicalevents,referralevents,testevents,immunisationevents,readcode,readterm,databasebuild
89445,,,,1,0,0,0,7800111,Auxillary liver transplant,February 2009
107897,,,,1,0,0,0,Jyu7200,[X]Other specified inflammatory liver diseases,April 2014
88994,,,,89,11,0,0,7L1f.00,Compensation for liver failure,February 2009
39351,,,,19,0,0,0,J635500,Toxic liver disease with chronic active hepatitis,February 2009
56581,,,,75,1,0,0,Jyu7.00,[X]Diseases of the liver,February 2009
25869,,,,127,0,0,0,J63y.00,Other specified liver disorder,February 2009
6863,,,,7283,414,1,0,J61..00,Cirrhosis and chronic liver disease,February 2009
110454,,,,1,0,0,0,C370700,Liver disease due to cystic fibrosis,January 2016
99250,,,,2,0,0,0,7800y00,Other specified transplantation of liver,April 2010
8155,,,,6109,867,2,0,14C5.00,H/O: liver disease,February 2009
7885,,,,10669,398,3,0,J613.00,Alcoholic liver damage unspecified,February 2009
100073,,,,2,0,0,0,7800112,Piggy back liver transplant,July 2010
44120,,,,26,0,0,0,J635600,Toxic liver disease with fibrosis and cirrhosis of liver,February 2009
21713,,,,119,2,0,0,J612000,Alcoholic fibrosis and sclerosis of liver,February 2009
5037,,,,331,33,1,0,J63yz00,Other specified liver disorder NOS,February 2009
31997,,,,51,3,0,0,TB00200,"Liver transplant with complication, without blame",February 2009
42843,,,,130,2,0,0,J61y.00,Other non-alcoholic chronic liver disease,February 2009
37198,,,,23,2,0,0,14S8.00,H/O: liver recipient,February 2009
28350,,,,61,3,0,0,PB62100,Fibrocystic liver disease,February 2009
6015,,,,325,10,0,0,Jyu7100,[X]Other and unspecified cirrhosis of liver,February 2009
8363,,,,409,10,0,0,G852300,Oesophageal varices in alcoholic cirrhosis of the liver,February 2009
18195,,,,217,17,0,0,PB62000,Congenital polycystic liver disease,February 2009
23775,,,,228,21,0,0,J62y.12,Liver failure NOS,February 2009
4405,,,,1213,18,0,0,7800.00,Transplantation of liver,February 2009
22841,,,,137,2,0,0,J615z11,Macronodular cirrhosis of liver,February 2009
1638,,,,8444,510,12,0,J615z13,Cirrhosis of liver NOS,February 2009
25700,,,,95,1,0,0,ZV7C000,[V]Assessment for liver transplant,February 2009
105758,,,,22,0,0,0,8LH..00,Liver transplant planned,February 2013
32025,,,,162,0,0,0,7800000,Orthotopic transplantation of liver,February 2009
8206,,,,44,5,0,0,C350012,Pigmentary cirrhosis of liver,February 2009
4743,,,,11622,446,3,0,J612.00,Alcoholic cirrhosis of liver,February 2009
9026,,,,1434,30,0,0,ZV42700,[V]Liver transplanted,February 2009
33597,,,,67,3,0,0,J61yz00,Other non-alcoholic chronic liver disease NOS,February 2009
47861,,,,1,0,0,0,7805211,Exploration of liver transplant,February 2009
27565,,,,299,51,20,0,PB62.00,Congenital cystic liver disease,February 2009
18739,,,,447,3,0,0,J615z12,Cryptogenic cirrhosis of liver,February 2009
27319,,,,194,7,0,0,7800z00,Transplantation of liver NOS,February 2009
10539,,,,1781,15,0,0,J61z.00,Chronic liver disease NOS,February 2009
98903,,,,42,1,0,0,9kV..11,Hepatitis C screening positive,April 2010
53861,,,,4,0,0,0,Jyu7700,"[X]Granulomatous hepatitis, not elsewhere classified",February 2009
30729,,,,3497,362,0,0,141E.00,History of hepatitis B,February 2009
19418,,,,253,12,4,0,A705400,Hepatitis non A non B,February 2009
41096,,,,133,8,0,0,A707100,Chronic viral hepatitis B without delta-agent,February 2009
26490,,,,99,9,1,0,J601000,Subacute hepatic failure,February 2009
56070,,,,11,2,0,0,J62y.11,Hepatic failure NOS,February 2009
9029,,,,2430,106,1,0,J614100,Chronic active hepatitis,February 2009
60104,,,,27,0,0,0,J61y500,Hepatic sclerosis,February 2009
104346,,,,187,0,0,0,A70C.00,Hepatitis C genotype 3,June 2012
103362,,,,3,0,0,0,9kX..00,Hepatitis status 6 months post treatment - enhanced serv adm,December 2011
65050,,,,8,0,0,0,A704000,Viral hepatitis C with coma,February 2009
