MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,clinicalevents,referralevents,testevents,immunisationevents,readcode,readterm,databasebuild
108372,,,,7,27,0,0,8T0L.00,Referral to epilepsy service,2014-07-01 00:00:00
26511,,,,10034,21,0,0,6672,Follow-up epilepsy assessment,2009-02-01 00:00:00
36203,,,,8,1,0,0,F254200,Psychosensory epilepsy,2009-02-01 00:00:00
6983,,,,121914,1811,1,0,667..00,Epilepsy monitoring,2009-02-01 00:00:00
45746,,,,1514,10,0,0,6671,Initial epilepsy assessment,2009-02-01 00:00:00
3607,,,,15793,808,2,0,F25z.11,Fit (in known epileptic) NOS,2009-02-01 00:00:00
988,,,,18489,1207,2,0,F251000,Grand mal (major) epilepsy,2009-02-01 00:00:00
4093,,,,2841,576,0,0,F253.11,Status epilepticus,2009-02-01 00:00:00
53483,,,,32,0,0,0,F25y100,Gelastic epilepsy,2009-02-01 00:00:00
13073,,,,1154,0,0,0,6677,Epilepsy drug side effects,2009-02-01 00:00:00
52632,,,,2364,0,0,0,667X.00,No epilepsy drug side effects,2009-02-01 00:00:00
98536,,,,1393,0,0,0,9Of6.00,Epilepsy monitoring call second letter,2010-02-01 00:00:00
37592,,,,22,1,0,0,F255200,Somatosensory epilepsy,2009-02-01 00:00:00
4602,,,,2338,147,0,0,667B.00,Nocturnal epilepsy,2009-02-01 00:00:00
26620,,,,99,1,0,0,667G.00,Epilepsy restricts employment,2009-02-01 00:00:00
26015,,,,391,15,0,0,F255.00,Partial epilepsy without impairment of consciousness,2009-02-01 00:00:00
11394,,,,4237,80,0,0,F254500,Complex partial epileptic seizure,2009-02-01 00:00:00
59120,,,,7,0,0,0,Fyu5200,[X]Other status epilepticus,2009-02-01 00:00:00
22341,,,,1728,44,0,0,1O30.00,Epilepsy confirmed,2009-02-01 00:00:00
31920,,,,210,8,0,0,F254z00,Partial epilepsy with impairment of consciousness NOS,2009-02-01 00:00:00
4109,,,,1128,36,0,0,SC20000,Traumatic epilepsy,2009-02-01 00:00:00
26512,,,,1605,6,0,0,6678,Epilepsy treatment changed,2009-02-01 00:00:00
99548,,,,4,0,0,0,F250100,Pykno-epilepsy,2010-05-01 00:00:00
573,,,,387713,20213,98,0,F25..00,Epilepsy,2009-02-01 00:00:00
